moral_tox,immoral_tox
0.001265948754735291,0.002215722342953086
0.0012292852625250816,0.002113922266289592
0.001202134182676673,0.0019853936973959208
0.0011878375662490726,0.0019701141864061356
0.0011871318565681577,0.0019530004356056452
0.0011593932285904884,0.0018789644818753004
0.0010678869439288974,0.0018014850793406367
0.0010541987139731646,0.001751936273649335
0.0009953646222129464,0.0017078145174309611
0.0009881937876343727,0.0015792594058439136
0.0009846799075603485,0.0015743812546133995
0.0009554286953061819,0.0014445108827203512
0.000950814166571945,0.0013734276872128248
0.0009471988887526095,0.001338951289653778
0.0009241368970833719,0.001336284913122654
0.0009168848628178239,0.0013144341064617038
0.0009105846402235329,0.001309846993535757
0.0008900176035240293,0.0012971460819244385
0.0008823284297250211,0.00128552271053195
0.0008470813045278192,0.0012788347667083144
0.0008313418948091567,0.0011959903640672565
0.000810643716249615,0.0011950611369684339
0.0007750652148388326,0.001121513545513153
0.0007418949971906841,0.0010825131321325898
0.0007028107065707445,0.0010787566425278783
0.0006673092721030116,0.001039972179569304
0.0006609493866562843,0.0010317148407921195
0.0006134450668469071,0.0009773708879947662
0.0005941338604316115,0.0009441867587156594
0.0005930776242166758,0.0008313031867146492
0.0005737916217185557,0.0008068621391430497
0.0005389187135733664,0.000761820119805634
0.0005327236722223461,0.0007424813229590654
0.0005317197064869106,0.0006974578136578202
0.0005239836173132062,0.0006528087542392313
0.0005199165316298604,0.0005953770014457405
0.0005166762857697904,0.0005930917104706168
0.0005012251203879714,0.0005891748587600887
0.0005007815198041499,0.0005844086990691721
0.00047120312228798866,0.0005635854322463274
0.0004438124014995992,0.0005557312397286296
0.00042921522981487215,0.0005217006546445191
0.0003617727488745004,0.0004843996721319854
0.00035866236430592835,0.0004756402631755918
0.00035690018557943404,0.0004508963320404291
0.0003488429356366396,0.0003895929257851094
0.00033901529968716204,0.0003684956463985145
0.00033390274620614946,0.00036812873440794647
0.0003216008481103927,0.00036087632179260254
0.0003132023266516626,0.00034495742875151336
0.00030163381597958505,0.0003412501246202737
0.00029527052538469434,0.00034063158091157675
0.00029282987816259265,0.00030488555785268545
0.000292282085865736,0.00029986497247591615
0.00027438325923867524,0.0002858873049262911
0.00027397467056289315,0.00027892389334738255
0.0002677525335457176,0.00027137729921378195
0.0002641257888171822,0.00026418318157084286
0.00024082993331830949,0.000241645539063029
0.00019609028822742403,0.00023198880080599338
0.00019461114425212145,0.00020874632173217833
0.00018621530034579337,0.00018689494754653424
0.00016977719496935606,0.00018217976321466267
0.0001630905899219215,0.000170304934727028
0.00016250119369942695,0.00015661964425817132
0.00015266363334376365,0.00014942661800887436
0.00014362670481204987,0.0001416117447661236
